DESTINO,SEXO,INGRESO_$,ENDEUDAMIENTO,PROGRAMA,EDAD_AÑO,MONTO_OTORGADO_$,FINANCIAMIENTO_INMUEBLE,Plazo_MESES
Construcción de vivienda,M,"1,056.00",41.67,Clase social,33,"32,019.00",95%,360
Compra de vivienda,M,"1,546.00",46.37,Clase media,33,"50,000.00",75%,360
Construcción de vivienda,F,"1,188.00",38.71,Clase social,33,"33,411.00",97%,361
Construcción de vivienda,F,"2,413.00",32.36,Clase media,33,"60,741.00",90%,360
Compra de vivienda,F,"1,614.00",53.06,Clase media,33,"63,230.00",87%,360
Construcción de vivienda,F,"1,026.00",44.83,Clase media,33,"51,852.00",79%,360
Construcción de vivienda,F,608.00,28.20,Clase social,33,"19,880.00",91%,360
Construcción de vivienda,F,"2,152.00",50.96,Clase social,33,"27,778.00",94%,360
Construcción de vivienda,F,"1,759.00",33.50,Clase social,33,"16,994.00",91%,240
Construcción de vivienda,F,833.00,40.54,Clase social,33,"29,907.00",95%,360
Construcción de vivienda,M,"1,165.00",50.13,Clase social,33,"34,111.00",97%,360
Construcción de vivienda,M,"2,157.00",33.42,Clase social,33,"32,333.00",97%,360
Construcción de vivienda,M,805.00,44.23,Clase social,33,"32,593.00",97%,360
Compra de vivienda,M,900.00,29.24,Clase social,33,"48,148.00",100%,360
Construcción de vivienda,F,871.00,41.45,Clase social,33,"34,130.00",97%,360
Construcción de vivienda,M,"5,073.00",52.97,Clase media,33,"111,111.00",100%,360
Construcción de vivienda,M,979.00,38.81,Clase social,33,"48,148.00",100%,360
Construcción de vivienda,M,"1,175.00",40.08,Clase social,33,"25,926.00",85%,180
Construcción de vivienda,M,"1,523.00",43.57,Clase social,33,"25,926.00",85%,240
Construcción de vivienda,F,651.00,44.22,Clase social,33,"25,926.00",85%,324
Construcción de vivienda,F,"2,152.00",37.24,Clase social,33,"25,926.00",85%,240
Construcción de vivienda,F,598.00,30.58,Clase social,33,"25,926.00",85%,300
Construcción de vivienda,F,"1,331.00",42.82,Clase social,33,"25,926.00",85%,300
Construcción de vivienda,M,"1,161.00",46.47,Clase social,33,"25,926.00",85%,240
Construcción de vivienda,M,881.00,53.00,Clase social,33,"48,148.00",100%,360
Construcción de vivienda,F,"1,688.00",28.90,Clase social,33,"34,130.00",97%,360
Construcción de vivienda,F,561.00,48.15,Clase social,33,"29,630.00",97%,360
Construcción de vivienda,M,"2,441.00",45.57,Clase social,33,"29,630.00",97%,360
Construcción de vivienda,F,"1,097.00",26.34,Clase social,33,"37,037.00",77%,360
Construcción de vivienda,F,873.00,35.06,Clase social,33,"25,926.00",85%,240
Construcción de vivienda,M,"1,335.00",34.40,Clase media,33,"59,082.00",100%,360
Construcción de vivienda,M,"1,873.00",43.64,Clase social,33,"48,148.00",100%,360
Construcción de vivienda,M,"1,284.00",36.30,Clase social,33,"48,148.00",100%,360
Construcción de vivienda,M,"1,997.00",46.15,Clase media,33,"148,148.00",100%,360
Construcción de vivienda,M,"2,167.00",35.95,Clase media,33,"81,481.00",100%,360
Compra de vivienda,M,"1,821.00",38.67,Clase media,33,"85,333.00",90%,366
Construcción de vivienda,F,"1,100.00",47.35,Clase social,33,"48,148.00",81%,360
Construcción de vivienda,M,833.00,37.98,Clase social,33,"48,148.00",78%,360
Construcción de vivienda,M,"1,088.00",21.93,Clase social,33,"48,148.00",62%,360
Construcción de vivienda,M,859.00,54.94,Clase social,33,"48,148.00",50%,360
Construcción de vivienda,F,822.00,41.55,Clase social,33,"48,148.00",77%,360
Compra de vivienda,F,852.00,40.97,Clase social,33,"48,102.00",72%,360
Compra de vivienda,F,"1,840.00",43.33,Clase media,33,"90,471.00",40%,360
Compra de vivienda,F,881.00,56.00,Clase social,33,"48,148.00",80%,360
Compra de vivienda,M,"1,037.00",97.47,Clase media,33,"63,935.00",92%,360
Compra de vivienda,M,"1,384.00",41.19,Clase media,33,"63,704.00",54%,360
Compra de vivienda,M,"1,093.00",71.01,Clase media,33,"61,111.00",70%,360
Compra de vivienda,M,"2,500.00",50.97,Clase media,33,"145,185.00",94%,360
Compra de vivienda,M,"1,667.00",42.74,Clase media,33,"96,112.00",47%,360
Compra de vivienda,M,"1,115.00",45.15,Clase social,33,"48,148.00",49%,360
Compra de vivienda,F,822.00,42.30,Clase social,33,"48,148.00",49%,360
Construcción de vivienda,F,"2,513.00",44.80,Clase media,34,"10,000.00",73%,240
Construcción de vivienda,M,"1,380.00",46.31,Clase media,34,"55,556.00",90%,360
Compra de vivienda,M,"2,299.00",55.61,Clase media,34,"83,333.00",85%,360
Compra de vivienda,M,559.00,45.94,Clase media,34,"148,148.00",25%,360
Construcción de vivienda,F,"1,384.00",42.19,Clase media,34,"63,704.00",100%,360
Construcción de vivienda,M,"1,669.00",48.26,Clase media,34,"78,329.00",100%,360
Construcción de vivienda,M,"1,577.00",51.76,Clase media,34,"71,033.00",100%,360
Compra de vivienda,M,759.00,43.65,Clase social,34,"38,519.00",100%,240
Construcción de vivienda,F,918.00,44.96,Clase social,34,"48,143.00",100%,360
Construcción de vivienda,M,"2,220.00",37.96,Clase media,34,"41,194.00",90%,240
Compra de vivienda,M,"1,055.00",39.73,Clase social,34,"30,000.00",90%,360
Construcción de vivienda,M,"1,818.00",46.28,Clase media,34,"40,000.00",90%,360
Construcción de vivienda,F,"2,266.00",33.94,Clase social,34,"31,130.00",92%,360
Construcción de vivienda,F,"1,254.00",39.43,Clase social,34,"30,741.00",97%,360
Construcción de vivienda,M,"1,107.00",32.72,Clase social,34,"32,333.00",97%,360
Construcción de vivienda,F,"2,082.00",36.10,Clase social,34,"28,148.00",95%,276
Construcción de vivienda,F,"1,918.00",32.47,Clase media,34,"122,713.00",90%,360
Construcción de vivienda,F,"1,991.00",48.68,Clase social,34,"32,019.00",95%,360
Compra de vivienda,M,"1,420.00",45.00,Clase social,34,"32,693.00",97%,360
Compra de vivienda,F,810.00,52.95,Clase media,34,"33,333.00",70%,240
Construcción de vivienda,M,582.00,53.46,Clase social,34,"25,326.00",90%,360
Construcción de vivienda,M,927.00,45.60,Clase social,34,"31,481.00",94%,360
Construcción de vivienda,F,"2,318.00",49.32,Clase media,34,"88,224.00",86%,120
Construcción de vivienda,F,743.00,54.98,Clase social,34,"22,481.00",95%,360
Construcción de vivienda,M,"2,247.00",40.13,Clase social,34,"25,926.00",85%,240
Construcción de vivienda,M,"1,864.00",49.97,Clase social,34,"25,926.00",85%,240
Construcción de vivienda,F,"1,343.00",51.65,Clase social,34,"25,926.00",85%,240
Construcción de vivienda,F,854.00,31.85,Clase social,34,"25,926.00",85%,360
Construcción de vivienda,M,632.00,44.49,Clase social,34,"34,130.00",97%,360
Construcción de vivienda,F,868.00,54.62,Clase media,34,"32,865.00",78%,240
Construcción de vivienda,M,"2,368.00",40.54,Clase social,34,"30,587.00",97%,360
Construcción de vivienda,M,978.00,34.74,Clase media,34,"46,296.00",71%,360
Construcción de vivienda,F,"2,358.00",47.68,Clase social,34,"25,926.00",76%,360
Construcción de vivienda,M,859.00,50.01,Clase social,34,"48,148.00",100%,360
Construcción de vivienda,M,"1,296.00",53.50,Clase social,34,"48,148.00",72%,360
Compra de vivienda,M,"1,114.00",52.27,Clase social,34,"38,856.00",62%,360
Compra de vivienda,M,"1,404.00",43.15,Clase media,34,"70,370.00",51%,360
Compra de vivienda,F,"1,270.00",38.49,Clase social,34,"48,148.00",89%,360
Compra de vivienda,M,"5,090.00",47.21,Clase media,34,"130,108.00",70%,360
Compra de vivienda,F,"2,170.00",28.06,Clase media,34,"60,380.00",80%,360
Compra de vivienda,F,"3,086.00",40.03,Clase media,34,"145,606.00",94%,240
Compra de vivienda,F,757.00,45.86,Clase social,35,"27,731.00",79%,360
Compra de vivienda,F,689.00,46.33,Clase social,35,"40,741.00",98%,360
Construcción de vivienda,M,944.00,43.86,Clase media,35,"48,148.00",78%,360
Construcción de vivienda,M,"1,242.00",28.51,Clase media,35,"92,593.00",83%,360
Construcción de vivienda,F,941.00,31.72,Clase social,35,"48,148.00",100%,365
Compra de vivienda,F,841.00,40.61,Clase media,35,"32,019.00",79%,240
Construcción de vivienda,F,"2,031.00",43.07,Clase social,35,"32,012.00",97%,360
Construcción de vivienda,F,971.00,30.07,Clase social,35,"34,130.00",97%,360
Compra de vivienda,F,"2,472.00",43.99,Clase media,35,"148,072.00",100%,360
Compra de vivienda,F,599.00,37.72,Clase media,35,"31,630.00",90%,360
Construcción de vivienda,F,840.00,34.80,Clase social,35,"48,138.00",100%,360
Construcción de vivienda,M,"3,222.00",39.30,Clase media,35,"148,086.00",57%,360
Construcción de vivienda,M,992.00,40.34,Clase social,35,"48,148.00",100%,360
Construcción de vivienda,F,815.00,84.41,Clase media,35,"75,940.00",100%,360
Construcción de vivienda,F,"1,322.00",32.19,Clase social,35,"48,142.00",100%,360
Construcción de vivienda,F,"1,949.00",54.98,Clase media,35,"70,178.00",100%,360
Compra de vivienda,F,"2,161.00",43.50,Clase media,35,"18,333.00",89%,240
Construcción de vivienda,F,"1,038.00",34.76,Clase social,35,"31,130.00",92%,360
Construcción de vivienda,F,"1,248.00",47.63,Clase social,35,"32,222.00",97%,360
Construcción de vivienda,M,"1,208.00",44.84,Clase social,35,"28,148.00",95%,240
Construcción de vivienda,M,"1,193.00",39.40,Clase social,35,"32,019.00",95%,240
Construcción de vivienda,M,"1,201.00",50.92,Clase social,35,"31,667.00",95%,360
Construcción de vivienda,F,"1,744.00",37.65,Clase social,35,"32,333.00",97%,360
Construcción de vivienda,M,821.00,48.33,Clase social,35,"26,667.00",90%,240
Construcción de vivienda,M,"1,458.00",35.98,Clase social,35,"27,778.00",95%,360
Construcción de vivienda,F,"1,255.00",33.68,Clase social,35,"24,074.00",94%,360
Construcción de vivienda,M,"2,343.00",34.31,Clase social,35,"24,778.00",97%,360
Compra de vivienda,F,"1,578.00",44.83,Clase social,35,"30,333.00",87%,360
Construcción de vivienda,F,"2,098.00",36.58,Clase media,35,"36,296.00",90%,360
Construcción de vivienda,F,"2,252.00",30.13,Clase social,35,"25,926.00",85%,276
Construcción de vivienda,F,"1,006.00",35.41,Clase social,35,"25,926.00",85%,252
Construcción de vivienda,F,"1,541.00",35.45,Clase social,35,"25,926.00",85%,276
Construcción de vivienda,M,"1,829.00",28.58,Clase media,35,"42,149.00",90%,360
Construcción de vivienda,M,"1,149.00",38.84,Clase social,35,"31,256.00",97%,360
Compra de vivienda,M,"1,898.00",34.74,Clase media,35,"90,000.00",100%,360
Compra de vivienda,F,"1,319.00",52.75,Clase social,35,"29,630.00",89%,240
Compra de vivienda,M,692.00,37.73,Clase media,35,"80,337.00",82%,360
Construcción de vivienda,M,"1,048.00",31.47,Clase media,35,"122,222.00",100%,360
Construcción de vivienda,M,"1,111.00",37.98,Clase social,35,"48,145.00",83%,360
Compra de vivienda,F,"1,562.00",46.86,Clase media,35,"64,593.00",40%,360
Compra de vivienda,F,"2,778.00",41.56,Clase media,35,"148,148.00",70%,360
Compra de vivienda,F,923.00,26.12,Clase social,35,"48,148.00",48%,360
Compra de vivienda,M,"1,333.00",63.16,Clase media,35,"107,385.00",66%,360
Compra de vivienda,M,948.00,31.32,Clase social,35,"48,148.00",63%,360
Compra de vivienda,F,"4,847.00",34.96,Clase media,35,"148,148.00",43%,360
Compra de vivienda,F,"1,680.00",46.15,Clase social,36,"32,019.00",95%,360
Compra de vivienda,M,"1,064.00",36.33,Clase media,36,"48,148.00",71%,360
Construcción de vivienda,F,"1,089.00",31.36,Clase social,36,"48,148.00",100%,360
Compra de vivienda,F,"2,010.00",40.92,Clase media,36,"42,068.00",89%,360
Construcción de vivienda,M,821.00,49.30,Clase social,36,"48,148.00",100%,360
Construcción de vivienda,F,820.00,36.07,Clase media,36,"51,667.00",90%,360
Construcción de vivienda,F,"1,544.00",39.15,Clase media,36,"59,259.00",90%,360
Construcción de vivienda,M,"1,296.00",20.05,Clase social,36,"48,148.00",100%,360
Construcción de vivienda,M,883.00,54.28,Clase social,36,"48,148.00",100%,360
Construcción de vivienda,F,"2,168.00",38.90,Clase social,36,"29,630.00",90%,360
Construcción de vivienda,M,"2,176.00",42.73,Clase media,36,"33,833.00",90%,360
Construcción de vivienda,F,"1,734.00",49.33,Clase media,36,"14,815.00",39%,240
Compra de vivienda,M,815.00,34.22,Clase media,36,"37,037.00",71%,365
Construcción de vivienda,M,"1,187.00",44.35,Clase social,36,"31,648.00",95%,360
Construcción de vivienda,M,"1,151.00",51.60,Clase social,36,"22,704.00",67%,360
Construcción de vivienda,F,"2,283.00",30.43,Clase social,36,"32,019.00",95%,240
Construcción de vivienda,F,"2,200.00",33.35,Clase social,36,"27,420.00",90%,360
Compra de vivienda,F,"1,414.00",48.05,Clase social,36,"31,667.00",90%,360
Construcción de vivienda,M,983.00,42.47,Clase social,36,"26,296.00",78%,240
Construcción de vivienda,M,"2,380.00",48.66,Clase social,36,"34,130.00",97%,360
Construcción de vivienda,F,"2,073.00",45.95,Clase social,36,"28,148.00",95%,240
Construcción de vivienda,M,"2,444.00",29.54,Clase social,36,"31,667.00",95%,360
Construcción de vivienda,M,"2,222.00",51.65,Clase social,36,"32,333.00",97%,360
Construcción de vivienda,F,"1,259.00",38.34,Clase media,36,"66,617.00",100%,360
Construcción de vivienda,F,"1,048.00",37.24,Clase social,36,"25,481.00",97%,360
Construcción de vivienda,M,791.00,42.07,Clase media,36,"35,926.00",90%,360
Construcción de vivienda,F,"2,092.00",55.00,Clase social,36,"32,693.00",97%,360
Compra de vivienda,F,"2,124.00",36.01,Clase social,36,"43,253.00",90%,361
Compra de vivienda,F,923.00,53.51,Clase media,36,"30,370.00",75%,240
Compra de vivienda,M,"1,993.00",38.22,Clase media,36,"44,444.00",80%,240
Construcción de vivienda,F,"1,684.00",29.77,Clase social,36,"25,926.00",85%,360
Construcción de vivienda,M,821.00,28.38,Clase social,36,"32,593.00",97%,360
Compra de vivienda,F,674.00,39.92,Clase social,36,"22,222.00",90%,240
Construcción de vivienda,F,910.00,29.40,Clase social,36,"23,556.00",73%,240
Construcción de vivienda,M,"2,487.00",34.62,Clase media,36,"33,704.00",55%,240
Construcción de vivienda,F,"1,454.00",38.40,Clase social,36,"29,630.00",97%,360
Construcción de vivienda,M,"1,252.00",43.25,Clase social,36,"48,148.00",100%,360
Construcción de vivienda,M,"1,045.00",54.87,Clase social,36,"48,131.00",100%,360
Construcción de vivienda,F,"1,171.00",41.76,Clase media,36,"55,556.00",98%,240
Construcción de vivienda,F,"1,519.00",37.32,Clase media,36,"85,185.00",100%,360
Construcción de vivienda,M,971.00,52.20,Clase social,36,"48,148.00",63%,288
Construcción de vivienda,F,"1,037.00",23.42,Clase social,36,"48,148.00",82%,360
Construcción de vivienda,M,963.00,37.40,Clase social,36,"48,148.00",79%,360
Compra de vivienda,F,948.00,41.79,Clase social,36,"48,148.00",61%,360
Compra de vivienda,M,"1,381.00",46.16,Clase media,36,"49,954.00",94%,300
Compra de vivienda,M,"1,333.00",93.33,Clase media,36,"144,444.00",45%,360
Compra de vivienda,F,"2,963.00",49.50,Clase media,36,"148,148.00",69%,300
Compra de vivienda,F,"1,881.00",38.98,Clase media,36,"88,889.00",45%,360
Compra de vivienda,M,"1,291.00",47.99,Clase media,36,"55,333.00",76%,360
Construcción de vivienda,M,"4,847.00",36.96,Clase media,37,"148,148.00",100%,360
Compra de vivienda,F,988.00,36.97,Clase media,37,"107,333.00",40%,360
Construcción de vivienda,F,"1,560.00",47.87,Clase media,37,"40,000.00",89%,360
Compra de vivienda,F,"2,482.00",41.75,Clase media,37,"72,303.00",86%,360
Compra de vivienda,M,"2,270.00",37.01,Clase social,37,"31,630.00",90%,240
Construcción de vivienda,M,"1,093.00",68.01,Clase media,37,"61,111.00",100%,360
Construcción de vivienda,F,"1,385.00",55.00,Clase media,37,"107,385.00",100%,360
Construcción de vivienda,F,"1,752.00",31.14,Clase social,37,"48,148.00",100%,360
Construcción de vivienda,M,755.00,31.27,Clase social,37,"32,019.00",95%,240
Construcción de vivienda,M,"1,463.00",35.16,Clase media,37,"56,395.00",89%,360
Construcción de vivienda,M,"1,830.00",52.60,Clase social,37,"32,333.00",97%,360
Construcción de vivienda,F,"1,311.00",34.08,Clase social,37,"32,019.00",95%,240
Construcción de vivienda,M,913.00,33.00,Clase social,37,"48,099.00",100%,360
Construcción de vivienda,M,"1,416.00",45.98,Clase media,37,"115,556.00",100%,360
Compra de vivienda,F,876.00,33.11,Clase media,37,"30,500.00",90%,240
Construcción de vivienda,F,"2,050.00",30.30,Clase social,37,"28,148.00",95%,360
Construcción de vivienda,M,"2,319.00",54.75,Clase social,37,"30,741.00",91%,240
Construcción de vivienda,F,"1,518.00",42.06,Clase media,37,"54,963.00",90%,360
Construcción de vivienda,F,594.00,36.75,Clase media,37,"34,833.00",90%,240
Construcción de vivienda,M,"1,940.00",43.54,Clase media,37,"80,741.00",100%,360
Compra de vivienda,M,"1,052.00",36.13,Clase media,37,"124,982.00",90%,216
Construcción de vivienda,M,"2,283.00",48.24,Clase social,37,"34,130.00",97%,360
Construcción de vivienda,F,"2,401.00",41.20,Clase social,37,"33,407.00",97%,360
Construcción de vivienda,M,"1,194.00",33.96,Clase social,37,"45,556.00",100%,336
Construcción de vivienda,F,"1,861.00",31.86,Clase media,37,"38,889.00",88%,360
Construcción de vivienda,F,"1,735.00",23.97,Clase media,37,"57,037.00",99%,360
Compra de vivienda,M,"1,333.00",42.91,Clase media,37,"54,815.00",100%,360
Compra de vivienda,M,806.00,36.83,Clase media,37,"35,185.00",89%,240
Compra de vivienda,F,"2,155.00",43.21,Clase media,37,"35,185.00",89%,240
Compra de vivienda,M,"1,546.00",29.18,Clase media,37,"48,148.00",87%,360
Construcción de vivienda,M,"2,042.00",55.93,Clase social,37,"29,630.00",95%,360
Construcción de vivienda,M,"1,547.00",34.73,Clase media,37,"40,741.00",52%,360
Compra de vivienda,F,"1,426.00",41.90,Clase media,37,"62,963.00",100%,360
Construcción de vivienda,M,765.00,48.81,Clase social,37,"48,148.00",100%,240
Construcción de vivienda,M,889.00,29.28,Clase social,37,"48,148.00",48%,360
Compra de vivienda,F,"1,259.00",35.34,Clase media,37,"66,617.00",73%,360
Compra de vivienda,F,"1,105.00",50.39,Clase social,37,"47,885.00",80%,360
Compra de vivienda,F,"3,222.00",36.30,Clase media,37,"148,086.00",71%,360
Construcción de vivienda,F,984.00,41.82,Clase social,38,"48,148.00",100%,360
Compra de vivienda,F,"1,333.00",91.33,Clase media,38,"144,444.00",80%,360
Construcción de vivienda,M,921.00,34.50,Clase media,38,"62,963.00",88%,360
Construcción de vivienda,F,"1,809.00",39.44,Clase media,38,"66,667.00",90%,360
Compra de vivienda,F,"2,426.00",73.82,Clase media,38,"148,148.00",79%,270
Compra de vivienda,M,817.00,31.45,Clase social,38,"28,519.00",85%,360
Construcción de vivienda,M,"1,404.00",41.15,Clase media,38,"70,370.00",100%,360
Compra de vivienda,F,712.00,53.21,Clase media,38,"29,481.00",84%,360
Construcción de vivienda,F,"1,388.00",29.13,Clase social,38,"33,818.00",97%,360
Construcción de vivienda,M,"2,500.00",49.97,Clase media,38,"145,185.00",100%,360
Construcción de vivienda,M,"1,840.00",41.33,Clase media,38,"90,471.00",97%,360
Construcción de vivienda,F,"1,037.00",28.83,Clase social,38,"48,148.00",100%,360
Compra de vivienda,M,"3,741.00",30.32,Clase media,38,"148,148.00",84%,360
Construcción de vivienda,F,861.00,54.02,Clase social,38,"32,333.00",97%,360
Construcción de vivienda,M,"2,277.00",36.21,Clase media,38,"59,007.00",90%,360
Construcción de vivienda,M,"2,231.00",52.19,Clase social,38,"32,693.00",97%,360
Construcción de vivienda,F,"1,613.00",41.03,Clase social,38,"27,019.00",80%,360
Construcción de vivienda,F,"2,313.00",45.40,Clase social,38,"22,870.00",95%,360
Construcción de vivienda,F,"1,845.00",52.10,Clase social,38,"30,259.00",95%,360
Construcción de vivienda,F,"1,997.00",28.18,Clase media,38,"70,169.00",100%,360
Construcción de vivienda,M,"1,270.00",39.49,Clase social,38,"48,148.00",100%,360
Construcción de vivienda,M,"1,291.00",45.99,Clase media,38,"55,333.00",72%,360
Construcción de vivienda,M,670.00,47.64,Clase social,38,"32,693.00",97%,360
Construcción de vivienda,M,"1,906.00",30.27,Clase social,38,"32,693.00",97%,360
Construcción de vivienda,M,"3,086.00",42.03,Clase media,38,"145,606.00",68%,240
Construcción de vivienda,M,"1,676.00",41.26,Clase media,38,"58,667.00",70%,363
Compra de vivienda,M,"2,406.00",45.34,Clase media,38,"148,029.00",78%,362
Construcción de vivienda,M,"1,641.00",37.55,Clase media,38,"92,593.00",82%,360
Construcción de vivienda,M,852.00,31.66,Clase social,38,"48,148.00",52%,360
Compra de vivienda,M,"1,187.00",39.13,Clase social,38,"48,148.00",57%,324
Compra de vivienda,M,902.00,53.79,Clase social,38,"48,148.00",81%,360
Compra de vivienda,F,"1,144.00",52.06,Clase social,38,"47,936.00",46%,240
Compra de vivienda,F,"1,481.00",31.99,Clase media,38,"50,000.00",57%,360
Compra de vivienda,M,657.00,42.75,Clase social,38,"48,148.00",78%,360
Compra de vivienda,M,"2,472.00",44.99,Clase media,38,"148,072.00",76%,360
Construcción de vivienda,M,"2,851.00",32.64,Clase media,39,"127,723.00",76%,360
Construcción de vivienda,F,930.00,40.52,Clase social,39,"48,148.00",100%,360
Construcción de vivienda,M,"1,904.00",46.38,Clase media,39,"100,000.00",100%,360
Construcción de vivienda,F,"3,281.00",31.30,Clase media,39,"144,910.00",100%,360
Construcción de vivienda,F,"1,845.00",41.50,Clase media,39,"98,939.00",100%,360
Construcción de vivienda,F,"1,381.00",45.16,Clase media,39,"49,954.00",100%,300
Construcción de vivienda,F,"1,960.00",41.52,Clase media,39,"102,071.00",98%,360
Compra de vivienda,F,"1,366.00",48.16,Clase media,39,"16,778.00",79%,240
Construcción de vivienda,F,"2,485.00",54.25,Clase social,39,"32,333.00",97%,360
Construcción de vivienda,F,"2,501.00",53.66,Clase social,39,"30,752.00",95%,240
Construcción de vivienda,F,723.00,46.72,Clase social,39,"32,333.00",97%,360
Construcción de vivienda,M,717.00,55.94,Clase social,39,"30,333.00",90%,300
Construcción de vivienda,M,"2,319.00",39.76,Clase social,39,"34,130.00",97%,360
Construcción de vivienda,M,"2,439.00",51.20,Clase media,39,"30,000.00",90%,360
Construcción de vivienda,M,"1,627.00",43.51,Clase social,39,"33,411.00",97%,360
Construcción de vivienda,F,"3,033.00",21.28,Clase media,39,"86,056.00",100%,360
Compra de vivienda,F,"1,707.00",40.61,Clase media,39,"47,500.00",89%,360
Compra de vivienda,F,"2,902.00",38.88,Clase media,39,"140,000.00",99%,360
Construcción de vivienda,M,"2,393.00",31.67,Clase media,39,"55,556.00",88%,360
Construcción de vivienda,F,"1,133.00",34.10,Clase social,39,"24,074.00",94%,360
Construcción de vivienda,F,838.00,55.60,Clase media,39,"67,780.00",125%,360
Construcción de vivienda,M,"1,205.00",51.91,Clase social,39,"32,019.00",95%,360
Construcción de vivienda,M,843.00,50.16,Clase social,39,"34,130.00",97%,360
Construcción de vivienda,M,"2,918.00",34.20,Clase media,39,"133,333.00",100%,360
Construcción de vivienda,F,918.00,55.83,Clase social,39,"32,019.00",95%,360
Compra de vivienda,F,"2,105.00",53.44,Clase media,39,"51,593.00",66%,360
Construcción de vivienda,M,870.00,35.39,Clase social,39,"48,148.00",77%,360
Construcción de vivienda,M,"1,097.00",23.34,Clase social,39,"37,037.00",85%,360
Compra de vivienda,F,859.00,32.35,Clase social,39,"48,148.00",97%,360
Compra de vivienda,F,"2,902.00",40.88,Clase media,39,"140,000.00",96%,360
Compra de vivienda,F,900.00,32.61,Clase social,39,"48,148.00",85%,347
Construcción de vivienda,M,"2,570.00",40.57,Clase media,40,"114,573.00",100%,360
Construcción de vivienda,M,"1,338.00",49.07,Clase media,40,"55,270.00",90%,240
Construcción de vivienda,F,"1,387.00",36.85,Clase social,40,"16,667.00",51%,360
Compra de vivienda,M,916.00,33.73,Clase social,40,"48,145.00",100%,360
Construcción de vivienda,M,"1,491.00",30.58,Clase media,40,"44,673.00",89%,360
Compra de vivienda,F,"3,037.00",54.53,Clase media,40,"146,296.00",100%,360
Construcción de vivienda,M,"3,222.00",51.73,Clase media,40,"148,131.00",47%,360
Construcción de vivienda,F,663.00,32.38,Clase social,40,"32,333.00",97%,360
Compra de vivienda,F,705.00,44.53,Clase social,40,"32,000.00",92%,240
Compra de vivienda,M,"2,604.00",55.88,Clase media,40,"70,370.00",99%,360
Compra de vivienda,F,901.00,52.11,Clase media,40,"92,593.00",84%,360
Construcción de vivienda,M,689.00,32.70,Clase media,40,"64,462.00",84%,360
Construcción de vivienda,F,"1,660.00",40.76,Clase social,40,"25,926.00",85%,264
Construcción de vivienda,F,890.00,50.75,Clase social,40,"25,926.00",85%,240
Construcción de vivienda,F,"2,439.00",50.98,Clase social,40,"25,926.00",85%,240
Construcción de vivienda,M,"2,297.00",33.89,Clase social,40,"29,630.00",96%,360
Construcción de vivienda,M,"2,384.00",55.63,Clase social,40,"31,667.00",94%,360
Construcción de vivienda,M,"2,301.00",49.13,Clase social,40,"32,019.00",95%,360
Construcción de vivienda,M,714.00,53.94,Clase social,40,"32,693.00",97%,360
Construcción de vivienda,M,688.00,32.48,Clase social,40,"32,019.00",95%,252
Construcción de vivienda,F,"1,444.00",42.48,Clase social,40,"29,630.00",97%,360
Construcción de vivienda,M,"2,369.00",32.45,Clase media,40,"55,556.00",52%,360
Construcción de vivienda,M,"2,221.00",29.56,Clase media,40,"107,407.00",69%,360
Compra de vivienda,M,779.00,52.27,Clase media,40,"40,000.00",49%,360
Construcción de vivienda,F,"1,023.00",41.12,Clase social,40,"48,148.00",100%,360
Construcción de vivienda,M,"2,570.00",38.57,Clase media,40,"114,573.00",93%,360
Construcción de vivienda,M,"1,023.00",46.63,Clase social,40,"48,148.00",67%,360
Construcción de vivienda,M,"1,296.00",21.05,Clase social,40,"48,148.00",58%,360
Construcción de vivienda,F,"1,079.00",30.68,Clase social,40,"48,148.00",88%,360
Construcción de vivienda,F,844.00,55.31,Clase social,40,"48,148.00",89%,360
Construcción de vivienda,F,"1,037.00",31.83,Clase social,40,"48,148.00",50%,360
Compra de vivienda,M,"4,201.00",48.91,Clase media,40,"144,444.00",100%,240
Compra de vivienda,M,"1,577.00",48.76,Clase media,40,"71,033.00",51%,360
Compra de vivienda,M,893.00,38.60,Clase social,40,"48,148.00",87%,360
Compra de vivienda,M,"1,593.00",81.71,Clase media,40,"61,939.00",100%,360
Construcción de vivienda,F,549.00,52.65,Clase media,41,"46,335.00",90%,360
Construcción de vivienda,M,815.00,31.90,Clase social,41,"48,148.00",100%,365
Construcción de vivienda,M,"1,830.00",45.66,Clase social,41,"32,693.00",97%,360
Construcción de vivienda,F,"1,722.00",33.16,Clase media,41,"58,232.00",90%,360
Construcción de vivienda,M,"1,881.00",36.98,Clase media,41,"88,889.00",71%,360
Construcción de vivienda,F,"1,493.00",51.98,Clase media,41,"79,557.00",90%,360
Construcción de vivienda,M,979.00,54.14,Clase social,41,"32,333.00",97%,360
Construcción de vivienda,F,"2,483.00",55.28,Clase social,41,"31,667.00",95%,360
Construcción de vivienda,M,"1,504.00",49.61,Clase media,41,"30,000.00",90%,360
Construcción de vivienda,M,"1,033.00",47.00,Clase social,41,"28,993.00",95%,240
Compra de vivienda,F,"1,392.00",40.70,Clase media,41,"4,889.00",66%,180
Construcción de vivienda,F,"2,219.00",43.73,Clase social,41,"32,333.00",97%,360
Construcción de vivienda,M,"1,678.00",47.30,Clase social,41,"32,333.00",97%,240
Compra de vivienda,M,550.00,29.83,Clase media,41,"9,556.00",54%,229
Construcción de vivienda,F,982.00,64.00,Clase social,41,"48,148.00",100%,360
