DESTINO,SEXO,INGRESO_$,ENDEUDAMIENTO,PROGRAMA,EDAD_AÑO,ENDEUDAMIENTO_%,MONTO_OTORGADO_$,Plazo_MESES
Construcción de vivienda,M,"1,881.00",36.98,Clase media,41,36.98,"88,889.00",360
Construcción de vivienda,F,"1,493.00",51.98,Clase media,41,51.98,"79,557.00",360
Construcción de vivienda,M,979.00,54.14,Clase social,41,54.14,"32,333.00",360
Construcción de vivienda,F,"2,483.00",55.28,Clase social,41,55.28,"31,667.00",360
Construcción de vivienda,M,"1,504.00",49.61,Clase media,41,49.61,"30,000.00",360
Construcción de vivienda,M,"1,033.00",47.00,Clase social,41,47.00,"28,993.00",240
Compra de vivienda,F,"1,392.00",40.70,Clase media,41,40.70,"4,889.00",180
Construcción de vivienda,F,"2,219.00",43.73,Clase social,41,43.73,"32,333.00",360
Construcción de vivienda,M,"1,678.00",47.30,Clase social,41,47.30,"32,333.00",240
Compra de vivienda,M,550.00,29.83,Clase media,41,29.83,"9,556.00",229
Construcción de vivienda,F,982.00,64.00,Clase social,41,64.00,"48,148.00",360
Construcción de vivienda,M,"1,452.00",49.15,Clase media,41,49.15,"61,741.00",360
Construcción de vivienda,M,"2,321.00",48.22,Clase social,41,48.22,"31,667.00",360
Construcción de vivienda,M,888.00,38.96,Clase social,41,38.96,"25,926.00",120
Construcción de vivienda,M,935.00,53.17,Clase social,41,53.17,"29,630.00",360
Construcción de vivienda,F,852.00,34.66,Clase social,41,34.66,"48,148.00",360
Construcción de vivienda,M,819.00,32.56,Clase social,41,32.56,"48,148.00",360
Compra de vivienda,M,"1,030.00",28.79,Clase social,41,28.79,"48,148.00",360
Compra de vivienda,M,"4,890.00",50.96,Clase media,41,50.96,"124,146.00",360
Construcción de vivienda,F,885.00,43.10,Clase media,42,43.10,"21,815.00",300
Compra de vivienda,M,"1,267.00",33.34,Clase social,42,33.34,"19,630.00",240
Construcción de vivienda,M,"1,046.00",50.11,Clase media,42,50.11,"143,693.00",360
Compra de vivienda,M,"4,201.00",47.91,Clase media,42,47.91,"144,444.00",240
Construcción de vivienda,F,964.00,43.70,Clase social,42,43.70,"48,148.00",360
Construcción de vivienda,F,"1,167.00",29.88,Clase social,42,29.88,"48,148.00",360
Construcción de vivienda,F,"2,395.00",54.55,Clase social,42,54.55,"30,333.00",240
Construcción de vivienda,F,"2,077.00",30.32,Clase social,42,30.32,"32,333.00",360
Construcción de vivienda,M,"1,699.00",29.03,Clase social,42,29.03,"30,752.00",360
Construcción de vivienda,M,"1,687.00",46.98,Clase social,42,46.98,"31,667.00",240
Construcción de vivienda,F,826.00,51.42,Clase social,42,51.42,"32,333.00",360
Construcción de vivienda,F,"1,171.00",51.56,Clase social,42,51.56,"23,241.00",360
Construcción de vivienda,F,929.00,0.00,Clase media,42,0.00,"44,446.00",360
Compra de vivienda,F,"2,146.00",38.42,Clase media,42,38.42,"37,037.00",240
Construcción de vivienda,M,"1,839.00",35.63,Clase media,42,35.63,"33,556.00",240
Compra de vivienda,M,"2,360.00",49.26,Clase media,42,49.26,"8,519.00",240
Construcción de vivienda,M,817.00,50.08,Clase social,42,50.08,"48,148.00",360
Compra de vivienda,F,979.00,39.81,Clase social,42,39.81,"48,148.00",360
Construcción de vivienda,M,"2,752.00",56.61,Clase media,43,56.61,"140,755.00",330
Construcción de vivienda,M,"1,647.00",38.52,Clase media,43,38.52,"85,351.00",360
Compra de vivienda,M,"1,938.00",50.88,Clase social,43,50.88,"28,802.00",240
Construcción de vivienda,F,931.00,82.83,Clase media,43,82.83,"91,771.00",360
Construcción de vivienda,F,"2,500.00",47.59,Clase social,43,47.59,"32,333.00",360
Compra de vivienda,M,"1,232.00",50.87,Clase social,43,50.87,"32,333.00",336
Construcción de vivienda,F,798.00,40.53,Clase social,43,40.53,"32,019.00",360
Construcción de vivienda,M,"1,365.00",36.31,Clase social,43,36.31,"32,333.00",300
Construcción de vivienda,F,"1,524.00",52.02,Clase social,43,52.02,"32,019.00",360
Compra de vivienda,F,"1,816.00",40.64,Clase social,43,40.64,"30,537.00",360
Construcción de vivienda,M,670.00,52.11,Clase media,43,52.11,"48,148.00",300
Construcción de vivienda,M,"2,063.00",46.55,Clase social,43,46.55,"25,926.00",360
Construcción de vivienda,F,"2,491.00",36.18,Clase media,43,36.18,"31,459.00",228
Construcción de vivienda,M,"1,585.00",37.36,Clase social,43,37.36,"29,630.00",360
Construcción de vivienda,M,"1,127.00",39.31,Clase social,43,39.31,"29,630.00",360
Construcción de vivienda,F,"1,568.00",35.03,Clase social,43,35.03,"48,148.00",360
Construcción de vivienda,F,815.00,30.90,Clase social,43,30.90,"48,148.00",360
Compra de vivienda,F,"1,614.00",52.06,Clase media,43,52.06,"63,230.00",360
Compra de vivienda,M,921.00,57.20,Clase media,43,57.20,"64,815.00",360
Compra de vivienda,M,"1,261.00",41.05,Clase media,43,41.05,"55,605.00",228
Compra de vivienda,M,"2,330.00",45.78,Clase social,44,45.78,"30,537.00",300
Construcción de vivienda,F,"1,114.00",54.27,Clase social,44,54.27,"38,856.00",360
Compra de vivienda,M,"1,464.00",44.41,Clase media,44,44.41,"34,512.00",240
Construcción de vivienda,M,"2,468.00",50.21,Clase social,44,50.21,"32,693.00",360
Construcción de vivienda,F,869.00,42.17,Clase social,44,42.17,"33,778.00",360
Construcción de vivienda,M,923.00,29.12,Clase social,44,29.12,"48,148.00",360
Construcción de vivienda,F,"1,881.00",52.50,Clase social,44,52.50,"25,926.00",240
Construcción de vivienda,F,"1,718.00",22.55,Clase media,44,22.55,"48,148.00",360
Construcción de vivienda,F,"1,187.00",40.13,Clase social,44,40.13,"48,148.00",324
Construcción de vivienda,M,"2,400.00",47.94,Clase social,44,47.94,"32,693.00",360
Construcción de vivienda,F,"1,933.00",46.64,Clase social,44,46.64,"32,407.00",360
Compra de vivienda,F,850.00,55.79,Clase media,44,55.79,"14,815.00",240
Construcción de vivienda,F,"1,037.00",25.14,Clase social,44,25.14,"48,148.00",360
Construcción de vivienda,M,972.00,51.22,Clase social,44,51.22,"48,148.00",360
Construcción de vivienda,F,"1,054.00",32.44,Clase social,44,32.44,"39,482.00",360
Construcción de vivienda,F,"2,752.00",54.61,Clase media,44,54.61,"140,755.00",330
Compra de vivienda,M,"1,898.00",35.74,Clase media,44,35.74,"90,000.00",360
Compra de vivienda,F,"1,064.00",36.33,Clase media,44,36.33,"48,148.00",360
Compra de vivienda,F,"1,303.00",40.40,Clase media,44,40.40,"70,178.00",360
Compra de vivienda,M,"1,037.00",45.38,Clase social,44,45.38,"48,148.00",360
Compra de vivienda,M,"3,033.00",21.28,Clase media,44,21.28,"86,056.00",360
Compra de vivienda,M,778.00,115.67,Clase media,44,115.67,"66,593.00",360
Compra de vivienda,F,"5,073.00",49.97,Clase media,44,49.97,"111,111.00",360
Compra de vivienda,F,"1,481.00",32.51,Clase media,44,32.51,"57,593.00",360
Construcción de vivienda,M,712.00,39.90,Clase media,45,39.90,"48,333.00",360
Compra de vivienda,F,"1,736.00",29.98,Clase media,45,29.98,"113,333.00",312
Construcción de vivienda,F,"1,706.00",51.87,Clase media,45,51.87,"80,000.00",360
Compra de vivienda,M,"2,178.00",36.40,Clase social,45,36.40,"32,060.00",180
Construcción de vivienda,F,"2,226.00",34.88,Clase media,45,34.88,"66,667.00",360
Construcción de vivienda,F,"1,224.00",50.00,Clase social,45,50.00,"48,148.00",360
Construcción de vivienda,M,872.00,55.90,Clase social,45,55.90,"32,019.00",360
Construcción de vivienda,M,"2,470.00",33.24,Clase social,45,33.24,"30,333.00",360
Construcción de vivienda,M,"2,445.00",55.79,Clase social,45,55.79,"32,333.00",360
Compra de vivienda,F,569.00,42.67,Clase social,45,42.67,"32,019.00",360
Compra de vivienda,M,"2,556.00",34.20,Clase media,45,34.20,"101,000.00",360
Construcción de vivienda,F,"1,144.00",53.06,Clase social,45,53.06,"47,936.00",240
Construcción de vivienda,F,"1,237.00",43.92,Clase social,45,43.92,"47,885.00",360
Construcción de vivienda,F,"2,055.00",50.18,Clase social,45,50.18,"20,516.00",360
Construcción de vivienda,M,"2,349.00",55.04,Clase media,45,55.04,"58,433.00",360
Construcción de vivienda,F,721.00,51.07,Clase social,45,51.07,"33,889.00",360
Construcción de vivienda,F,"1,105.00",16.83,Clase social,45,16.83,"48,148.00",360
Construcción de vivienda,M,"1,114.00",23.34,Clase social,45,23.34,"37,037.00",299
Compra de vivienda,M,900.00,30.24,Clase social,45,30.24,"48,148.00",360
Compra de vivienda,F,"1,227.00",47.32,Clase social,45,47.32,"48,148.00",360
Compra de vivienda,F,"1,415.00",44.60,Clase media,45,44.60,"61,741.00",360
Construcción de vivienda,M,"1,018.00",53.22,Clase media,46,53.22,"110,000.00",306
Construcción de vivienda,F,"1,412.00",28.49,Clase media,46,28.49,"56,564.00",300
Construcción de vivienda,F,"1,070.00",0.00,Clase social,46,0.00,"32,222.00",360
Construcción de vivienda,F,"2,161.00",36.79,Clase media,46,36.79,"40,728.00",360
Compra de vivienda,F,"1,972.00",38.19,Clase media,46,38.19,"98,037.00",360
Construcción de vivienda,M,"2,531.00",35.44,Clase media,46,35.44,"88,992.00",240
Construcción de vivienda,F,"1,542.00",50.69,Clase social,46,50.69,"30,000.00",360
Compra de vivienda,F,822.00,43.30,Clase social,46,43.30,"48,148.00",360
Construcción de vivienda,F,"1,699.00",51.81,Clase social,46,51.81,"29,630.00",360
Construcción de vivienda,F,"4,444.00",52.99,Clase media,46,52.99,"147,702.00",360
Construcción de vivienda,F,"1,048.00",51.46,Clase social,46,51.46,"48,148.00",348
Compra de vivienda,F,"2,473.00",53.02,Clase media,46,53.02,"66,296.00",240
Construcción de vivienda,M,963.00,36.09,Clase social,46,36.09,"48,148.00",360
Compra de vivienda,M,913.00,35.00,Clase social,46,35.00,"48,099.00",360
Compra de vivienda,M,"6,302.00",53.10,Clase media,46,53.10,"146,274.00",180
Compra de vivienda,M,"2,604.00",55.88,Clase media,46,55.88,"70,370.00",360
Compra de vivienda,M,"1,997.00",25.18,Clase media,46,25.18,"70,169.00",360
Construcción de vivienda,M,"1,375.00",33.02,Clase media,47,33.02,"48,333.00",360
Construcción de vivienda,F,971.00,49.20,Clase social,47,49.20,"48,148.00",288
Construcción de vivienda,M,"1,232.00",46.56,Clase media,47,46.56,"50,662.00",240
Construcción de vivienda,M,900.00,31.61,Clase social,47,31.61,"48,148.00",347
Construcción de vivienda,M,"1,000.00",49.92,Clase social,47,49.92,"29,630.00",360
Compra de vivienda,M,816.00,53.02,Clase social,47,53.02,"48,148.00",360
Construcción de vivienda,F,"2,290.00",38.76,Clase social,48,38.76,"48,148.00",324
Compra de vivienda,F,796.00,48.69,Clase social,48,48.69,"48,141.00",276
Construcción de vivienda,M,"2,073.00",41.47,Clase media,48,41.47,"111,111.00",243
Construcción de vivienda,F,"2,493.00",47.11,Clase media,48,47.11,"65,185.00",360
Construcción de vivienda,M,"1,700.00",48.03,Clase media,48,48.03,"107,407.00",240
Construcción de vivienda,F,736.00,28.29,Clase media,48,28.29,"75,185.00",360
Construcción de vivienda,M,"1,037.00",25.89,Clase social,48,25.89,"48,148.00",336
Construcción de vivienda,F,"1,928.00",29.06,Clase media,48,29.06,"30,000.00",360
Construcción de vivienda,M,"2,061.00",30.53,Clase social,48,30.53,"28,148.00",240
Construcción de vivienda,F,"1,597.00",51.54,Clase social,48,51.54,"32,333.00",360
Construcción de vivienda,M,"2,117.00",36.56,Clase social,48,36.56,"32,333.00",360
Construcción de vivienda,F,"1,840.00",53.76,Clase social,48,53.76,"28,333.00",360
Compra de vivienda,M,"2,724.00",53.34,Clase media,48,53.34,"48,148.00",240
Construcción de vivienda,M,"1,318.00",50.74,Clase media,48,50.74,"48,148.00",360
Compra de vivienda,M,"3,037.00",56.53,Clase media,48,56.53,"146,296.00",360
Construcción de vivienda,F,"1,111.00",39.40,Clase social,49,39.40,"48,148.00",264
Compra de vivienda,F,"1,756.00",55.66,Clase social,49,55.66,"34,107.00",360
Construcción de vivienda,M,650.00,30.80,Clase media,49,30.80,"40,018.00",360
Construcción de vivienda,F,970.00,51.19,Clase social,49,51.19,"32,333.00",360
Construcción de vivienda,M,869.00,48.48,Clase media,49,48.48,"59,176.00",360
Construcción de vivienda,F,"1,025.00",35.61,Clase social,49,35.61,"25,926.00",288
Construcción de vivienda,M,"1,111.00",34.99,Clase social,49,34.99,"32,019.00",360
Compra de vivienda,M,"2,385.00",35.17,Clase social,49,35.17,"31,481.00",360
Compra de vivienda,M,"1,960.00",42.52,Clase media,49,42.52,"102,071.00",360
Compra de vivienda,M,"1,292.00",37.45,Clase media,49,37.45,"66,623.00",324
Compra de vivienda,F,"1,494.00",55.86,Clase media,50,55.86,"25,481.00",360
Construcción de vivienda,M,"2,096.00",29.65,Clase media,50,29.65,"53,333.00",240
Construcción de vivienda,M,"2,963.00",52.50,Clase media,50,52.50,"148,148.00",300
Construcción de vivienda,F,"1,860.00",40.15,Clase social,50,40.15,"32,333.00",240
Construcción de vivienda,F,"1,286.00",37.95,Clase media,50,37.95,"33,833.00",240
Compra de vivienda,M,"1,956.00",36.03,Clase media,50,36.03,"44,444.00",240
Construcción de vivienda,M,"1,058.00",40.61,Clase social,50,40.61,"48,148.00",304
Compra de vivienda,F,931.00,82.83,Clase media,50,82.83,"91,771.00",360
Compra de vivienda,F,"2,091.00",39.21,Clase social,51,39.21,"26,667.00",360
Construcción de vivienda,F,"1,280.00",45.40,Clase media,51,45.40,"107,407.00",360
Construcción de vivienda,M,"1,452.00",39.06,Clase social,51,39.06,"29,907.00",240
Compra de vivienda,F,773.00,45.74,Clase social,51,45.74,"46,296.00",288
Construcción de vivienda,F,"2,213.00",53.91,Clase social,51,53.91,"19,630.00",360
Compra de vivienda,F,"6,302.00",53.10,Clase media,51,53.10,"144,844.00",180
Construcción de vivienda,F,"1,114.00",22.34,Clase social,51,22.34,"37,037.00",240
Construcción de vivienda,F,903.00,41.68,Clase social,51,41.68,"29,857.00",360
Compra de vivienda,F,"1,333.00",43.91,Clase media,51,43.91,"54,815.00",360
Construcción de vivienda,F,"1,227.00",28.60,Clase social,52,28.60,"28,746.00",240
Compra de vivienda,M,653.00,54.42,Clase social,52,54.42,"28,261.00",240
Construcción de vivienda,F,"2,064.00",29.06,Clase media,52,29.06,"33,833.00",240
Compra de vivienda,F,"1,806.00",43.87,Clase social,52,43.87,"31,481.00",360
Construcción de vivienda,M,"2,049.00",39.68,Clase social,52,39.68,"29,630.00",360
Construcción de vivienda,F,"1,277.00",48.36,Clase social,52,48.36,"48,148.00",360
Compra de vivienda,F,982.00,67.00,Clase social,52,67.00,"48,148.00",360
Compra de vivienda,M,"1,614.00",29.07,Clase media,53,29.07,"25,000.00",360
Construcción de vivienda,F,"1,339.00",36.73,Clase media,53,36.73,"30,000.00",360
Construcción de vivienda,F,555.00,31.05,Clase media,53,31.05,"50,588.00",300
Compra de vivienda,M,821.00,48.30,Clase social,53,48.30,"48,148.00",360
Compra de vivienda,M,"1,259.00",81.43,Clase media,53,81.43,"80,742.00",360
Compra de vivienda,F,"1,889.00",46.76,Clase media,54,46.76,"27,473.00",240
Construcción de vivienda,F,669.00,30.72,Clase social,54,30.72,"32,333.00",348
Construcción de vivienda,F,"1,717.00",51.35,Clase social,54,51.35,"34,130.00",240
Construcción de vivienda,F,"1,340.00",53.16,Clase social,54,53.16,"32,014.00",360
Compra de vivienda,M,"3,004.00",50.51,Clase media,54,50.51,"128,741.00",360
Construcción de vivienda,F,"2,199.00",34.54,Clase media,55,34.54,"38,630.00",336
Construcción de vivienda,M,"2,039.00",36.90,Clase media,55,36.90,"11,481.00",240
Construcción de vivienda,M,"1,265.00",42.85,Clase media,55,42.85,"18,519.00",180
Construcción de vivienda,M,"2,027.00",37.49,Clase social,55,37.49,"25,926.00",240
Construcción de vivienda,F,"1,284.00",39.30,Clase social,55,39.30,"48,148.00",360
Compra de vivienda,F,"1,974.00",40.28,Clase social,56,40.28,"30,611.00",324
Construcción de vivienda,M,"1,490.00",46.31,Clase media,56,46.31,"86,126.00",312
Construcción de vivienda,F,"1,568.00",38.51,Clase social,56,38.51,"32,333.00",360
Compra de vivienda,F,"2,421.00",34.11,Clase media,57,34.11,"66,667.00",312
Construcción de vivienda,F,"1,261.00",44.05,Clase media,57,44.05,"55,605.00",231
Compra de vivienda,F,"2,139.00",42.93,Clase media,58,42.93,"100,000.00",312
Compra de vivienda,M,"1,318.00",35.52,Clase media,58,35.52,"46,296.00",300
Construcción de vivienda,F,"1,628.00",35.07,Clase social,58,35.07,"31,667.00",312
Construcción de vivienda,F,"1,091.00",45.35,Clase social,58,45.35,"34,130.00",240
Compra de vivienda,F,"1,460.00",0.00,Clase media,59,0.00,"40,338.00",300
Compra de vivienda,M,"1,177.00",48.06,Clase media,60,48.06,"56,833.00",240
Construcción de vivienda,F,904.00,35.48,Clase media,60,35.48,"27,778.00",288
Compra de vivienda,M,"1,393.00",47.29,Clase social,64,47.29,"28,741.00",240
Construcción de vivienda,F,"2,287.00",34.31,Clase media,65,34.31,"27,805.00",240
Construcción de vivienda,M,"2,207.00",50.36,Clase media,67,50.36,"48,167.00",204
Compra de vivienda,M,926.00,30.07,Clase social,67,30.07,"48,148.00",360
Compra de vivienda,F,"2,071.00",44.69,Clase media,71,44.69,"37,037.00",180
Compra de vivienda,F,"2,267.00",38.02,Clase media,71,38.02,"44,444.00",144
